legacy_id,code,perusahaan,address,phone,email,handphone,fax,npwp,tempo_hutang,kontak_person,keterangan,cabang_id
329,CAB-T021,"PT TAIGA TREMBESI","GEDUNG OFFICE 8/18A SCBD JEND AN 52-53 JAKARTA",7543758,,-,,,30,ALEX,"[legacy:inventory_cab supplier_code=T021 row_id=329]",3
330,CAB-W010,"PT WAHANA PANCARAN DAYA SURYA","JL PANGERAN JAYAKARTA NO 143G",6494487,,6494487,,,1,,"[legacy:inventory_cab supplier_code=W010 row_id=330]",3
331,CAB-M023,"PT.MEVINDO SINAR JAYA",TOKOPEDIA,1111111,,-,,,1,,"[legacy:inventory_cab supplier_code=M023 row_id=331]",3
332,CAB-I014,"INDAH JAYA",TOKOPEDIA,TOKOPEDIA,,TOKOPEDIA,,,1,,"[legacy:inventory_cab supplier_code=I014 row_id=332]",3
333,CAB-C017,"CENTRAL AGUNG","JL lautze no 48 A JAKPUS",3805500,,-,3858779,,30,,"[legacy:inventory_cab supplier_code=C017 row_id=333]",3
334,CAB-G014,"PT GLOBAL CONTROMATION INDONESIA","TANJUNGSARI NO 44 I RT 001 RW 016 SIMOMULYO SUKO MANUNGGAL SURABAYA",08179168831,,082131432101,,02.458.090.4-604.000,30,STEVEN,"[legacy:inventory_cab supplier_code=G014 row_id=334]",3
335,CAB-C018,"CAHAYA LOGAM","GLODOK JAYA LT DASAR BLOK D 66",634475,,634475,,,30,"BP EKA","[legacy:inventory_cab supplier_code=C018 row_id=335]",3
336,CAB-D019,"DELIMA JAYA","JL RAYA KENARI NO 178 C",3,,-,,,1,,"[legacy:inventory_cab supplier_code=D019 row_id=336]",3
337,CAB-R011,"PT RADIANT JAYA BERSAMA","KOMPLEK PERTOKOAN GLODOK JAYA NO 62 MANGGA BESAR TAMAN SARI",6255548,,6255548,,,1,,"[legacy:inventory_cab supplier_code=R011 row_id=337]",3
338,CAB-O02,"OK TEKNIK",JAKARTA,30032270/72/73/74,,-,,,30,,"[legacy:inventory_cab supplier_code=O02 row_id=338]",3
339,CAB-C019,"PT.CENTRAL AGUNG ADIRAJA","jl lautze no 48A JAKARTA","021 3805500/3858781",caa@centrin.net.id,085880475757,"021 3858779",,1,irpan,"[legacy:inventory_cab supplier_code=C019 row_id=339]",3
340,CAB-T022,"TEKNIK JAYA","KELAPA GADING BATAVIA BLOK D NO 6 KELAPA GADING JAKARTA UTARA",081511110018,,081511110018,,,1,,"[legacy:inventory_cab supplier_code=T022 row_id=340]",3
341,CAB-S066,SYLVANA,1,1,,-,,,1,,"[legacy:inventory_cab supplier_code=S066 row_id=341]",3
342,CAB-A026,"ANDRE BIMA",JAKARTA,082265061835,,-,,,1,,"[legacy:inventory_cab supplier_code=A026 row_id=342]",3
343,CAB-D015,"CV DIAN MAKMUR SENTOSA",JAKARTA,5453063,,-,,,30,,"[legacy:inventory_cab supplier_code=D015 row_id=343]",3
344,CAB-J010,"JERINDO INDO PRIMA",JAKARTA,087778356210,,087778356210,,,14,RONI,"[legacy:inventory_cab supplier_code=J010 row_id=344]",3
345,CAB-n007,"NIKI MEDICAL",JAKARTA,089519991555,,089519991555,,,1,,"[legacy:inventory_cab supplier_code=n007 row_id=345]",3
346,CAB-A027,"ALUMINIUM SINAR BERKAH",JAKARTA,081297222216,,081297222216,,,1,,"[legacy:inventory_cab supplier_code=A027 row_id=346]",3
347,CAB-S068,"SENTRAL SANITARY",JAKARTA,"021 3914363",,"021 3914363",,,1,,"[legacy:inventory_cab supplier_code=S068 row_id=347]",3
348,CAB-A028,AMIR,JAKARTA,08191951008,,08191951008,,,1,,"[legacy:inventory_cab supplier_code=A028 row_id=348]",3
349,CAB-S069,"PT STARMED TUNGGAL INDONESIA","JL KENARI BLOK G NO 55 B RT 004 RW 003 KENARI SENEN JAKARTA PUSAT 10430",087720121997,,087720121997,,,1,GERALD,"[legacy:inventory_cab supplier_code=S069 row_id=349]",3
350,CAB-T023,"TEKNIK PRATAMA","LTC GLODOK LT SB BLOK A1 NO 8",082246895796,,082246895796,,,1,,"[legacy:inventory_cab supplier_code=T023 row_id=350]",3
351,CAB-D020,"PT DUNIA PRATAMA SEJAHTERA","LINDETEVES TRADE CENTER,JL HAYAM WURUK NO 127 LT SB A 1 NO 8 JAKARTA BARAT","021 6008422",,"021 6008422",,,1,,"[legacy:inventory_cab supplier_code=D020 row_id=351]",3
352,CAB-A029,"ANEKA TEKNIK",BANDUNG,"022 6024485",,-,,,1,,"[legacy:inventory_cab supplier_code=A029 row_id=352]",3
353,CAB-M024,"MEDIKAL GAS",JAKARTA,089519991555,,089519991555,,,1,,"[legacy:inventory_cab supplier_code=M024 row_id=353]",3
354,CAB-R012,"RUDY SUPRIADI",JAKARTA,8350093223,,8350093223,,,1,,"[legacy:inventory_cab supplier_code=R012 row_id=354]",3
355,CAB-H015,"HANDY WARTIN",JAKARTA,087876132555,,087876132555,,,1,,"[legacy:inventory_cab supplier_code=H015 row_id=355]",3
356,CAB-A030,"ANDI DARMAWAN",JAKARTA,087721639721,,-,,,1,,"[legacy:inventory_cab supplier_code=A030 row_id=356]",3
358,CAB-I015,"PT.INDOMAKMUR INTI LESTARI","INDOKARYA 2 BLOK E NO 7 BELAKANG APARTEMEN SUNTER",081511008062/6503488/89,,081511008062,,,60,"KO AYUNG","[legacy:inventory_cab supplier_code=I015 row_id=358]",3
359,CAB-A031,"airtek medikal","jl raya bogor km 35",031329000,,-,,,30,,"[legacy:inventory_cab supplier_code=A031 row_id=359]",3
360,CAB-P018,"PUSAT TEKNIK TOKO BANDUNG",BANDUNG,"022 8906767",,-,,,1,,"[legacy:inventory_cab supplier_code=P018 row_id=360]",3
361,CAB-I016,"INGS AQUASPACE","JL PEGANGSAAN 2 NO 8B","021 42505656",,"021 42505656",,,1,,"[legacy:inventory_cab supplier_code=I016 row_id=361]",3
362,CAB-P019,"PROGAS MEDIKA","GUNUNG PUTRI ,BOGOR","0231 217435",,"0231 217435",,,1,,"[legacy:inventory_cab supplier_code=P019 row_id=362]",3
363,CAB-G015,"GRAY MARKET","CENGKARENG JAKARTA BARAT",089653779661,,089653779661,,,1,,"[legacy:inventory_cab supplier_code=G015 row_id=363]",3
364,CAB-A032,"AQUATIC POINT","SEMARANG UTARA",085740322662,,085740322662,,,1,,"[legacy:inventory_cab supplier_code=A032 row_id=364]",3
365,CAB-C020,"CV CITRA SUKSES ABADI","pasar kenari lama lt dasar aks 135-136",3920451,,3920451,,,30,,"[legacy:inventory_cab supplier_code=C020 row_id=365]",3
366,CAB-B019,"BRASSCO JINTIAN","CICHENG NINGBO,CHINA",+865748756788,,+865748756788,,,1,,"[legacy:inventory_cab supplier_code=B019 row_id=366]",3
367,CAB-A033,AMCAREMED,CHINA,+865503028928,,+865503028928,,,1,,"[legacy:inventory_cab supplier_code=A033 row_id=367]",3
368,CAB-P20,"Pneumatic Store","Komplek Mangga Dua Elok, Jl. Mangga Dua Abdad no.B5",-,,08985929394,-,,1,,"[legacy:inventory_cab supplier_code=P20 row_id=368]",3
369,CAB-DTM,"DAYA TEKNIK MEDIKA","Jl. Kenari 2 No.178, RT.1/RW.3, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakart","WA: +62 877-2012-1997",,-,,,30,,"[legacy:inventory_cab supplier_code=DTM row_id=369]",3
370,CAB-K01.1,"KENARI 1","KENARI 1 NO 55C",02131908095,,-,,,30,,"[legacy:inventory_cab supplier_code=K01.1 row_id=370]",3
371,CAB-G016,"Gerald Jason Wartin",-,-,,087720121997,,-,30,,"[legacy:inventory_cab supplier_code=G016 row_id=371]",3
372,CAB-P020,"Pusat Pneumatic","Jl. Wijaya Kusuma Blok A20 RT008/012, Grogol, Jakarta Barat, DKI Jakarta 11460",081908123880,,-,,,1,,"[legacy:inventory_cab supplier_code=P020 row_id=372]",3
373,CAB-D021,"DISTRIBUTOR ALAM SIRAM",bogor,-,,-,,,1,,"[legacy:inventory_cab supplier_code=D021 row_id=373]",3
374,CAB-E-DT,E-COMMERCE,Jakarta,021-3141747,,-,,,30,,"[legacy:inventory_cab supplier_code=E-DT row_id=374]",3
375,CAB-DTM-DUP2-R375,"DAYA TEKNIK MEDIKA","JL. KENARI NO.178E",0213924866,,-,,,30,,"[legacy:inventory_cab supplier_code=DTM row_id=375]",3
376,CAB-T024,"Tunas Baru Glodok",Glodok,0812-9383-2696,,-,,,1,,"[legacy:inventory_cab supplier_code=T024 row_id=376]",3
377,CAB-C-B19,"Daya Gas Kencana","LTC GF1 B19",123,,-,,,30,,"[legacy:inventory_cab supplier_code=C-B19 row_id=377]",3
378,CAB-F004,FERA,JAKARTA,-,,-,,,60,FERA,"[legacy:inventory_cab supplier_code=F004 row_id=378]",3
379,CAB-DUTA,"PT DUTA TUNGGAL","Jl. Kenari II No. 12 C",021-3144878,,-,,,30,,"[legacy:inventory_cab supplier_code=DUTA row_id=379]",3
380,CAB-DTU,"PT DAYA TEKNIK UNGGUL","Jl. Kenari 1 No.55C, Kenari Senen",0213914321,,-,,,30,,"[legacy:inventory_cab supplier_code=DTU row_id=380]",3
381,CAB-S070,SUSHANTY,DEPOK,087785144431,,087785144431,,,1,,"[legacy:inventory_cab supplier_code=S070 row_id=381]",3
382,CAB-N008,"PT NIPSEA PAINT AND CHEMICALS","JL ANCOL BARAT I BLOK A5/C NO 12 RT 003 RW 002 JAKARTA UTARA",087862369700,,082110827641,,01.001.769.7-092.000,60,ERDY,"[legacy:inventory_cab supplier_code=N008 row_id=382]",3
383,CAB-M025,"MAJU JAYA","MEGA GLODOK KEMAYORAN",-,,-,,,1,,"[legacy:inventory_cab supplier_code=M025 row_id=383]",3
384,CAB-c021,"CITRA BARU","JL H.MUCHTAR RAYA NO 5 RT 5/RW 11,PETUKANGAN UTARA,KEC PESANGGRAHAN ,KOTA JAKARTA SELATAN",087881028265,,087881028265,,,30,,"[legacy:inventory_cab supplier_code=c021 row_id=384]",3
385,CAB-J011,"JAVIN TEKNIK","KELAPA GADING",081806058896,,081806058896,,,30,,"[legacy:inventory_cab supplier_code=J011 row_id=385]",3
386,CAB-S071,"SPART EQUIPMENT",-,-,,085882131997,,,1,,"[legacy:inventory_cab supplier_code=S071 row_id=386]",3
387,CAB-I017,"INDO JAYA TEKNIK",JAKARTA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=I017 row_id=387]",3
388,CAB-A034,ALFA,-,-,,-,,,1,,"[legacy:inventory_cab supplier_code=A034 row_id=388]",3
389,CAB-R013,"RAHMAD KUSNO",AMBARAWA,082138436226,,082138436226,,,1,,"[legacy:inventory_cab supplier_code=R013 row_id=389]",3
390,CAB-H016,"HANGZHOU GUANSHANG IMPORT &amp; EXPORT",CHINA,008618258192412,,-,,,1,,"[legacy:inventory_cab supplier_code=H016 row_id=390]",3
391,CAB-N009,"NINGBO JINTIAN",CHINA,0086574,,"0086 574 88858422",,,1,,"[legacy:inventory_cab supplier_code=N009 row_id=391]",3
392,CAB-Z001,"ZHEJIANG HENGSEN INDUSTRIAL GROUP",CHINA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=Z001 row_id=392]",3
393,CAB-H017,"HONG KONG HAILIANG METAL TRADING LIMITED","SHANGHAI CHINA",-,,-,,,1,,"[legacy:inventory_cab supplier_code=H017 row_id=393]",3
394,CAB-A035,"ALLBIZ ENTERPRISE CO.LTD","NO 327,SISHIH ST,CHANGHUA CITY,CHANGHUA COUNTY 500,TAIWAN",-,,-,,,1,,"[legacy:inventory_cab supplier_code=A035 row_id=394]",3
395,CAB-T025,"TAIZHOU DURUI METERING CO LTD",CHINA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=T025 row_id=395]",3
396,CAB-T026,"TERMINAL VALVE",-,-,,-,,,1,CICI,"[legacy:inventory_cab supplier_code=T026 row_id=396]",3
397,CAB-ABC,"ANEKA BINA CEMERLANG","jl. salemba raya",0812345678,,-,,,14,,"[legacy:inventory_cab supplier_code=ABC row_id=397]",3
398,CAB-C022,"CHRISTIANTO SULAIMAN","H MUCHTAR RAYA RT. 005 RW. 011 , JAKARTA SELATAN",081398548240,,081398548240,,06.588.305.0-013.001,45,ANDRI,"NPWP [legacy:inventory_cab supplier_code=C022 row_id=398]",3
399,CAB-SOLTEK,"SOLUSI TEKNIK ABADI","JL. CEMPAKA PUTIH RAYA NO.7",36512345,,-,,,14,,"[legacy:inventory_cab supplier_code=SOLTEK row_id=399]",3
400,CAB-S072,"SUMBER COOL","KAWASAN PUSAT NIAGA TERPADU JALAN DAAN MOGOT KM 19.6",0895377007439,,0895377007439,,,1,,"[legacy:inventory_cab supplier_code=S072 row_id=400]",3
401,CAB-CAT,"CERDAS ABADI TEKNIK","JL LETJEN SUPRAPTO 1",08123456,,-,,,30,,"[legacy:inventory_cab supplier_code=CAT row_id=401]",3
402,CAB-K016,"KARYA TEKNIK AC","RUKO TAMAN GALAXI PATUNG KUDA 2 JL PULO RIBUNG BLOK AE NO 1A(DEPAN BANK MANDIRI)BEKASI SELATAN",081586033150,,081586033150/087877998386,,,1,,"[legacy:inventory_cab supplier_code=K016 row_id=402]",3
403,CAB-B020,"BERDIKARI TEKNIK",-,-,,-,,,1,,"[legacy:inventory_cab supplier_code=B020 row_id=403]",3
404,CAB-S073,"SHANGHAI HEDA INTERNATIONAL TRADING CO.LTD","ROOM 1305,DRAGON PEARL PLAZA,NO 2123 PUDONG AVE,SHANGHAI ,CHINA 200135",0086-21-58886680,,0086-21-58886680,,,1,,"[legacy:inventory_cab supplier_code=S073 row_id=404]",3
405,CAB-S074,"PT SINAR VALCOSINDO TEKNIK","JL MANGGA BESAR 1 NO 165 F RT 010 RW 001 JAKARTA BARAT",-,,-,,,1,,"[legacy:inventory_cab supplier_code=S074 row_id=405]",3
406,CAB-C023,"CAHAYA BARU ABADI",JKT,1,,-,,,1,,"[legacy:inventory_cab supplier_code=C023 row_id=406]",3
407,CAB-D022,"PT DUTA TUNGGAL",jakarta,-,,-,,,1,,"[legacy:inventory_cab supplier_code=D022 row_id=407]",3
408,CAB-E007,"EKA PUTRA MANDIRI SANITARY",JAKARTA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=E007 row_id=408]",3
409,CAB-B021,"BINTANG JAYA TEKNIK",JAKARTA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=B021 row_id=409]",3
410,CAB-F005,"FIRARI ALKES","DUTA BINTARO D2 NO 56 KOTA TANGERANG BANTEN",081280558858,andrievante2278@gmail.com,081280558858,,,1,,"[legacy:inventory_cab supplier_code=F005 row_id=410]",3
411,CAB-T027,"THANKYOU MARKET","JL JELAMBAR BARU VIII NO 5A JAKARTA BARAT",081818888178,,081818888178,,,1,,"[legacy:inventory_cab supplier_code=T027 row_id=411]",3
412,CAB-UKUR02,"MULTI TEKNIK PARTS",JAKARTA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=UKUR02 row_id=412]",3
413,CAB-S075,"PT SUTINDO SURYA SEJAHTERA","JL NGAGEL TAMA SELATAN IV NO 27 PUCANG SEWU GUBENG KOTA SURABAYA JAWA TIMUR",08985717774,,08985717774,,,1,OKTA,"[legacy:inventory_cab supplier_code=S075 row_id=413]",3
414,CAB-NEPEL01,"Megah Teknik Sejati","LTC GF1 BLOK BC 2 NO.1",.,,-,,,1,,"[legacy:inventory_cab supplier_code=NEPEL01 row_id=414]",3
415,CAB-NEPEL02,"Cipta Jaya Abadi","LTC GF BLOK BA20 NO.12",.,,082179347912,,,1,,"[legacy:inventory_cab supplier_code=NEPEL02 row_id=415]",3
416,CAB-NEPEL04,"Sumber Rejeki Maju","komp Pertokoan Jembatan Merah, Jakarta Utara",.,,.,,,1,,"[legacy:inventory_cab supplier_code=NEPEL04 row_id=416]",3
417,CAB-NEPEL03,"Sinar Cahaya Harapan","Pinangsia Glodok",.,,.,,,1,,"[legacy:inventory_cab supplier_code=NEPEL03 row_id=417]",3
418,CAB-TOOLS01,"PUSAT LAS",JAKARTA,.,,08158771239,,,1,,"[legacy:inventory_cab supplier_code=TOOLS01 row_id=418]",3
419,CAB-TOOLS02,"Pejuang Teknik Mandiri","Jakarta Barat",.,,.,,,1,,"[legacy:inventory_cab supplier_code=TOOLS02 row_id=419]",3
420,CAB-UKUR01,"Kenanga Mandiri Maju","LTC Lt GF1 BF2 No.3",.,,081325991993,,,1,,"[legacy:inventory_cab supplier_code=UKUR01 row_id=420]",3
421,CAB-DUCT01,"BUDI LUHUR JAYA","Jl. Raya Ciliitan, Kampung Makassar No.19 , Jakarta Timur",.,,.,,,1,,"[legacy:inventory_cab supplier_code=DUCT01 row_id=421]",3
422,CAB-R014,"PT REFRIGERASI INDO TAMA","JL KEDUNGDORO NO 116 SURABAYA",-,,-,,,1,,"[legacy:inventory_cab supplier_code=R014 row_id=422]",3
423,CAB-UKUR03,"SUBUR UTAMA JAYA","Jl. Hayam Wuruk, Lindeteves, Jakarta Barat",.,,-,,,30,,"[legacy:inventory_cab supplier_code=UKUR03 row_id=423]",3
424,CAB-Pipa01,"MULIA JAYA TEKNIK","Komp. Mangga Dua Glodok AA1-2, Jakarta Barat",.,,-,,,30,,"[legacy:inventory_cab supplier_code=Pipa01 row_id=424]",3
425,CAB-Pipa02,"SENTOSA SEJAHTERA SUKSES","Komplek Kunir Indah Blok B-8, Jakarta Utara",.,,-,,,30,,"[legacy:inventory_cab supplier_code=Pipa02 row_id=425]",3
426,CAB-Pipa03,"SUMBER PIPA JAYA","Kapuk Kamal pergudangan mentos HL-10",.,,-,,,30,,"[legacy:inventory_cab supplier_code=Pipa03 row_id=426]",3
427,CAB-D021-1,"DANYANG AIRTECH",CHINA,-,,-,,,1,,"[legacy:inventory_cab supplier_code=D021-1 row_id=427]",3
428,CAB-G017,"GBM HARDWARE",-,-,,-,,,1,,"[legacy:inventory_cab supplier_code=G017 row_id=428]",3
